phrase,label,source
Can be found in the boss room after the boss fight near the forsaken depths grace in the Subterranean Shunning-Grounds.,,eldenring
Erdtree's Favor +2,,eldenring
"Raises maximum HP (4%), Stamina (10%), and Equip Load (8%)",,eldenring
"Can be found in Leyndell, Ashen Capital and may only be accessed near endgame/post-game. Found on top of a branch jutting out of the ground in a large courtyard, guarded by two large rotten beasts. Map Link",,eldenring
"Raises Vigor, Endurance, Strength, and Dexterity by 3, but increases all damage taken by 10%.",,eldenring
Drops from the boss of Weeping Evergaol ( Ancient Hero of Zamor ) in the Weeping Peninsula. See map here.,,eldenring
"Raises Vigor, Endurance, Strength, and Dexterity by 5, but increases all damage taken by 15%.",,eldenring
"Fort Faroth, Caelid: Found on a corpse by dropping down the opening from the roof and exploring around the wooden walkways. Map Link",,eldenring
"Raises Mind, Intelligence, Faith, and Arcane by 3, but increases all damage taken by 10%.",,eldenring
Found on a corpse at the base of the waterfall found at the highest level of Siofra River. Map Link.,,eldenring
"Raises Mind, Intelligence, Faith, and Arcane by 5, but increases all damage taken by 15%.",,eldenring
"Found on an altar in a room requiring a Stonesword Key in Elphael, Brace of the Haligtree. Map Link. From the Elphael Inner Wall Site of Grace ( Map Link ), leave the area through the eastern door and head down the ladder to the south-east. After going through the arch, turn right and follow the path, circling the city until you get to the imp statue. Be careful of enemies along the way and inside the room as you pick up the talisman.",,eldenring
Raises Strength by 5.,,eldenring
Can be found in Fort Gael (Caelid). Map Link.,,eldenring
Raises Dexterity by 5.,,eldenring
"Finish the sidequest given by Gowry in Caelid, then return to Millicent to receive the talisman.",,eldenring
Raises Intelligence by 5.,,eldenring
Found on a body lying at the top of the Divine Tower of Liurnia. Map Link.,,eldenring
Two Fingers Heirloom,,eldenring
Raises Faith by 5.,,eldenring
Can be found on the lower level of the Purified Ruins (Liurnia of the Lakes). It is on the chest in front of you as you descend. Map Link.,,eldenring
Raises Arcane by 5,,eldenring
Dragoncrest Shield Talisman,,eldenring
Reduces Physical Damage taken by 10%,,eldenring
Found on one of the edges of Bestial Sanctum (Caelid) Map Link,,eldenring
Dragoncrest Shield Talisman +1,,eldenring
Reduces Physical Damage taken by 13%,,eldenring
"Can be found in a locked imp's room in Sainted Hero's Grave (Altus Plateau). When you reach the area with the big axes stomping the ground, you need to get on the first one and jump on the ledge on the left wall.",,eldenring
Dragoncrest Shield Talisman +2,,eldenring
Reduces Physical Damage taken by 17%,,eldenring
Can be found on a floating platform in Crumbling Farum Azula between Dragon Temple Lift and Dragon Temple Rooftop.,,eldenring
Dragoncrest Greatshield Talisman,,eldenring
Reduces Physical Damage taken by 20%.,,eldenring
At a building north to the Drainage Channel Site of Grace (Haligtree).,,eldenring
Reduces Magic Damage taken by 13%. (Effect reduced to 4% in PvP ),,eldenring
Acquired by defeating Runebear at the end of the Earthbore Cave in the Weeping Peninsula. Map Link,,eldenring
Reduces Magic Damage taken by 17%. (Effect reduced to 5% in PvP ),,eldenring
"Sellia, Town of Sorcery: Found in a small room in the northwest section of town, right under the balcony containing the Staff of Loss. This room is initially sealed by a barrier that can be dispelled by lighting a brazier atop a tower in the southwest of town. Map Link",,eldenring
Reduces Magic Damage taken by 20%. (Effect reduced to 6% in PvP ),,eldenring
"Found in the secret catacombs underneath the Hidden Path to the Haligtree by turning right just before the Stray Mimic Tear's boss door, following the corridor up and taking the lift. The talisman can be found on a corpse in an alcove at the top. See the location's page for details on how to get to the catacombs. Map Link",,eldenring
Reduces Magic Damage taken by 22%. (Effect reduced to 7% in PvP ),,eldenring
"Can be looted from a corpse near the Castle Front site of Grace near Castle Ensis. From the Castle Front site of Grace, If you go directly north you can drop off of the cliffside and then follow the path east which will lead you to the storeroom where the talisman is located. See Shadow of the Erdtree Map",,eldenring
Reduces Fire Damage taken by 13% (Effect reduced to 4% in PvP ),,eldenring
Can be obtained as a reward for defeating the Beastman of Farum Azula in Groveside Cave in Limgrave. Map link,,eldenring
Flamedrake Talisman +1,,eldenring
Reduces Fire Damage taken by 17% (Effect reduced to 5% in PvP ),,eldenring
"Found at Leyndell Royal Capital, head up the elevator leading towards the Grand Lift of Rold, on the ground against a column. Map link",,eldenring
Flamedrake Talisman +2,,eldenring
Reduces Fire Damage taken by 20% (Effect reduced to 6% in PvP ),,eldenring
Dropped by the Beastman of Farum Azula in Dragonbarrow Cave in eastern Dragonbarrow. Map link,,eldenring
Reduces Fire Damage taken by 22% (Effect reduced to 7% in PvP ),,eldenring
"Can be found at the Fort of Reprimand inside a chest. Entering through the front gate, go down the staircase in the back right corner. Continue through the doorway on the left side of the hallway and follow this path until you see two soldiers standing in front of a body. Climb over the cages to their left and it will lead you to the chest that contains the talisman. See Shadow of the Erdtree Map [ Video Location ]",,eldenring
Boosts Lightning Damage negation by 13%,,eldenring
"Can be found at Stormveil Castle. When you reach the main castle grounds where you fight the Lion Guardian, head inside the room with the armored statues, and through the arch doorway, to reach the Limgrave Tower Bridge Site of Grace. Specifically, you'll find the on a body that you can loot, just at the top of the first set of stairs, resting against a pillar on the left side. Map link",,eldenring
Boltdrake Talisman +1,,eldenring
Boosts Lightning Damage negation by 17%,,eldenring
Can be found in a storage shed inside the Old Altus Tunnel dungeon. Map link,,eldenring
Boltdrake Talisman +2,,eldenring
Boosts Lightning Damage negation by 20%,,eldenring
"Found on a corpse hanging off an opening in a tall tower south of the Dragon Temple Rooftop Site of Grace. Reaching this area is a bit complex: Map link [ Video Location, Crumbling Farum Azula ]",,eldenring
Boosts Lightning Damage negation by 22%,,eldenring
"Can be found at Shadow Keep. From the Storehouse: First Floor site of grace, take the stairs up to the second floor and find a dead-end with several shade protectors. Jump over the railing to reach a room with the talisman, then use the lever to move the bookcase and re-emerge near the site of grace. See Shadow of the Erdtree Map [ Video Location ] Alternatively, From Storehouse, Back Section site of grace, immediately turn around and head east through the doorway, shortly after passing through the doorway, look to down to your left and there should be a large rectangular table that you can safely jump down to. The talisman should be right behind you on the floor next to that table.",,eldenring
Reduces Holy Damage taken by 13%,,eldenring
Looted off a body in the stranded graveyard. Map Link.,,eldenring
Haligdrake Talisman +1,,eldenring
Reduces Holy Damage taken by 17%,,eldenring
"Looted off a body near Lyndell Catacombs site of grace, below Leyndell Royal Capital, behind two hidden walls.",,eldenring
Haligdrake Talisman +2,,eldenring
Reduces Holy Damage taken by 20%,,eldenring
"Looted off a body in Mohgwyn Palace, found in a small cluster of graves near a watchful Giant Crow perched up high.",,eldenring
Boosts non-physical damage negation by 5%,,eldenring
"Can be found beyond the lowest ('Crumbling Lands') waygate of The Four Belfries. Go through the waygate, then jump down to the north, then jump down to the east (and if you can, use ranged attacks to kill the two beastmen below), then jump down again, then jump down (to the north) one more time.",,eldenring
Pearldrake Talisman +1,,eldenring
Boosts non-physical damage negation by 7%,,eldenring
Can be found in Wyndham Ruins in the Mt. Gelmir region. The talisman is found inside a chest at the end of the area sealed by an Imp Statue; a Stonesword Key is required. Map link,,eldenring
Pearldrake Talisman +2,,eldenring
Boosts non-physical damage negation by 9%,,eldenring
"Can be found in Miquella's Haligtree. Travel to the Haligtree Town Site of Grace and exit through the northwestern door. Then climb the ladder and turn around to jump southeast across the gap. The talisman will be located on a corpse at the base of a statue, guarded by a Misbegotten Warrior. Map link Video Location",,eldenring
"Can be found within Shadow Keep, Specimen Storehouse. You must progress until the seventh floor to pull the lever that moves the statues. Once you do this, return to the third floor and find the head of the statue to pull this item from its beard. One way to do this is to visit the Storehouse, Fourth Floor site of grace, turn around and go East to the railing, then do a big jump from the railing to the feet of the statue below. After landing, run across the statue's back until you can drop down and loot the talisman. Shadow of the Erdtree Map [ Video Location ]",,eldenring
Immunizing Horn Charm,,eldenring
Raises Immunity by 90,,eldenring
Can be found on one of the corpses in an ant nest in Ainsel River. Map link [ Video location ],,eldenring
Immunizing Horn Charm +1,,eldenring
Raises Immunity by 140,,eldenring
"Found in the Lake of Rot, as a guaranteed item drop from the Ancestral Follower southeast of the Lake of Rot Shoreside Site of Grace. Map link",,eldenring
Raises Immunity by 180,,eldenring
Drops upon defeating the Lesser Ulcerated Tree Spirit in the sewers section of Belurat Tower Settlement. Map Link [ Video Location ] Requires the Well Depths Key to unlock the gate leading to the sewers.,,eldenring
Stalwart Horn Charm,,eldenring
Raises Robustness by 90,,eldenring
"Can be found in Uld Palace Ruins in northeastern Liurnia of the Lakes: Go to the Mausoleum Compound and head north up the incline, then turn West as soon as you pass the horizontal rocks to your left. Proceed forward to the large vertical rock formation. There will be a smaller vertical rock formation on your right. Walk around the larger formation counter-clockwise until you see a hole in the wall. Go through it and you will find the talisman on a corpse to your left overhanging a cliff. Map link",,eldenring
Stalwart Horn Charm +1,,eldenring
Raises Robustness by 140,,eldenring
"Can be found in the southwestern area of Consecrated Snowfield, southeast of Yelough Anix Tunnel entrance. Alternatively, go straight southwest from the Inner Consecrated Snowfield Site of Grace. It is located on a corpse slumped over a log, and is guarded by Ancestral Follower and Ancestral Follower Shaman whose singing can be heard once you are nearby. Map link",,eldenring
Raises Robustness by 180,,eldenring
"Can be found at Bonny Gaol: After you jump down the hole, head east past the rats and climb up the ladder. Defeat the Inner Jar monster, you will find the talisman in the room. See Shadow of the Erdtree Map [ Video Location ]",,eldenring
Clarifying Horn Charm,,eldenring
Raises Focus by 140,,eldenring
Found on a corpse lying on the stairs leading to the lift going up to the Deep Siofra Well. [Elden Ring Interactive Map Link ],,eldenring
Clarifying Horn Charm +1,,eldenring
Raises Focus by 190,,eldenring
"Can be found on a corpse in the middle and at the lowest floor of a ruin in Nokron, Eternal City. This is above an earlier area in Siofra River. To get there, head southeast from Ancestral Woods Site of Grace, and follow the brick path until it ends at a cliff. Turn left and follow the cliff edge as far as you can, then carefully drop onto the ruins roof. Follow this raised pathway northeast until you reach a square open platform. Descend carefully, and the talisman is found on a corpse in the center. [Elden Ring Interactive Map Link ]",,eldenring
Raises Focus by 230,,eldenring
"Lamenter's Gaol: After dropping down the small cave infested with rats, continue following the path and go straight. You'll find this talisman on a corpse on the right side once you enter the area. See Shadow of the Erdtree Map [ Video Link ]",,eldenring
"Raises Immunity, Robustness, and Focus by 40",,eldenring
"Found at the very edge of the ruined bridge leading to Nokron, Eternal City. This area is accessible via waygate at The Four Belfries through the waygate labeled 'night sky unceasing'. Map link",,eldenring
Mottled Necklace +1,,eldenring
"Raises Immunity, Robustness, and Focus by 60",,eldenring
"Can be found on a corpse on top of some ruined arches overlooking Hallowhorn Grounds in Nokron, Eternal City. From the stairway leading up to the Hallowhorn Grounds, circle around the left side of the structure and follow the inclines uphill as much as possible. You should eventually be able to get on top of the Hallowhorn Grounds structure. Map link",,eldenring
"Raises Immunity, Robustness, and Focus by 100",,eldenring
"Can be found in the Ancient Ruins of Rauh just after getting past the forge giant across the bridge. You must make your way through the ruin it was in front of, and once at the top proceed past the large stone structure all the way to the end of the area and unblock the spirit spring. Then jump down onto the spring and jump back up to the opposite side. The necklace will be at the top of the stairs. See Shadow of the Erdtree Map [ Video Link ]",,eldenring
Prince of Death's Pustule,,eldenring
Raises Vitality by 90.,,eldenring
Can be located at Stormveil Castle. Nearest Site of Grace can be located at Liftside Chamber. Looted off a corpse that can be found at the pit of the castle's crypt. The body can be found next to a giant face that is structured from roots. It is guarded by a Lesser Ulcerated Tree Spirit; players will need to defeat the guardian to reach the spot. Map Link.,,eldenring
Prince of Death's Cyst,,eldenring
Raises Vitality by 140.,,eldenring
Deeproot Depths: Dropped by a large runebear in a cave behind a waterfall northeast of the Deeproot Depths Site of Grace. <span style='color:#999999;'>Map link</span>,,eldenring
Increases Critical Damage by 17%.,,eldenring
On a corpse. The closest Site of Grace is the Temple of Eiglay. Two Stonesword Keys are required to reach the item. Elden Ring Map Link,,eldenring
Curved Sword Talisman,,eldenring
Increases Guard Counter damage by 20%.,,eldenring
"Looted from a treasure chest inside the room where you fight the Banished Knight, located at the wine cellar of Stormveil Castle. You must use the secret back entrance that Gatekeeper Gostoc suggests to reach the said room. Map link.",,eldenring
Increases damage of final hit in attack chains by 45%.,,eldenring
"Castle Morne: From the 'Back of the Castle' Site of Grace, drop down to the western end of the castle and follow the path along the outer walls. There is a tower section of the walls in the westernmost corner. Climb up the ladder and go around the tower to find a chest where the talisman can be found. Map Link.",,eldenring
Increases Charge Attack damage by 10%.,,eldenring
Found in a cellar underneath the Mistwood Ruins. Map Link.,,eldenring
Increases Stamina damage against blocking enemies by 40%.,,eldenring
Dropped by defeating Recusant Henricus North-East of Stormhill Shack. Map Link.,,eldenring
Increases Counterattack damage of thrusting weapons by 15%.,,eldenring
Found in a chest inside Lakeside Crystal Cave near a Demi-Human campfire. See it on the Elden Ring Map here.,,eldenring
Increases damage of attacks while on horseback by 15%.,,eldenring
Northeast Stormhill. Map Link.,,eldenring
Increases Jump Attack damage by 15%.,,eldenring
"Located at Stormveil Castle, looted off a corpse situated on a watchtower. Map Link.",,eldenring
"Temple Town Ruins: After the fighjt with the Horned Warrior, just continue up to the next room to find a chest with this item inside. Elden Ring Shadow of the Erdtree Interactive Map",,eldenring
Reduces stamina damage taken while blocking by 20%.,,eldenring
Found in a chest on a Wagon East of Grace 'Erdtree-Gazing Hill' behind Ancient Dragon Lansseax. Map Link.,,eldenring
Arrow's Sting Talisman,,eldenring
Raises attack power of arrows and bolts by 10%.,,eldenring
"Located in a chest on the top of the tower directly above Impassable Greatbridge (Grace), which is infront of the Redmane Castle in Caelid. Map Link.",,eldenring
Arrow's Reach Talisman,,eldenring
Increases bow effective range by 65%.,,eldenring
"Inside the tower above Stormgate. It can be accesed by going up and turn left, all around until you get back to Stormgate but through the upper ground. Map Coordinates Link.",,eldenring
Increases damage of Sorceries by 4%.,,eldenring
"Found up the ladder close to the Debate Hall Site of Grace in Raya Lucaria and then down the hole to another the room with Living Jars. Before the Red Wolf of Radagon, hit the bookshelf next to the left stair-case which will lead to a secret room. Go up the ladder close to the left, near the entrance of the room. Run down the left side and then jump down the hole of the broken wooden structure to another room with Living Jars. Map Link.",,eldenring
Increases damage of Sorceries by 8%.,,eldenring
"Albinauric Rise within the eastern Consecrated Snowfield, which can be accessed using both Haligtree Secret Medallion (Left) and Haligtree Secret Medallion (Right) at the Grand Lift of Rold.",,eldenring
Faithful's Canvas Talisman,,eldenring
Increases damage of Incantations by 4%.,,eldenring
Sellia Crystal Tunnel. Located on a corpse guarded by two Prawn Miners. Map Link,,eldenring
Flock's Canvas Talisman,,eldenring
Increases damage of Incantations by 8%.,,eldenring
Drops from Gowry after completing the Millicent questline and killing him.,,eldenring
Primal Glintstone Blade,,eldenring
"Spells consume 25% less FP, but maximum HP is reduced by 15%.",,eldenring
Stargazer Ruins in Mountaintops of the Giants: Found in a chest in an underground area near the center of the ruins. The entrance is sealed by a barrier and there is a talking Jellyfish outside who is looking for her sister. Summon your Spirit Jellyfish that you acquired at the beginning of the game to unlock the seal. Map Link.,,eldenring
Moon of Nokstella,,eldenring
Increases memory slots by 2.,,eldenring
"Found in a chest underneath a massive throne in Nokstella, Eternal City. Map Link.",,eldenring
Old Lord's Talisman,,eldenring
Extends spell effect duration by 30%.,,eldenring
"Found in a chest in Crumbling Farum Azula. Map Link. When you get on the large crumbling bridge, instead of going up to the boss, go the opposite way down to a building. Navigate through it and take the ladder down to a bridge connecting to the tower housing the chest.",,eldenring
Shortens spell casting time by 30 Virtual Dexterity.,,eldenring
"Raya Lucaria Academy: Found inside a treasure chest on the second floor of the Debate Parlor Site of Grace. From the Debate Parlor Site of Grace, head forward leading to the courtyard. Make a hard right and jump over the fence. Climb up the ladder and head through the broken glass window. The treasure chest is on the east section. Map Link.",,eldenring
"Shortens casting speed +99 for sorcery and incantations by the utmost, but increases damage taken by 30%",,eldenring
Increases damage of roars and breath attacks by 15%.,,eldenring
"Dropped by the Stonedigger Troll, located in the Limgrave Tunnels. He is found at the end of the dungeon. Map Link.",,eldenring
Increases damage of throwing pots by 20%.,,eldenring
"After complete Jar Bairn 's side quest at Jarburg, recieve from Jar Bairn's previous location.",,eldenring
Increases damage of perfume items by 20%.,,eldenring
Can be found in Perfumer's Ruins in a chest underground below stairs in the room with the yellow poison flower. Elden Ring Map here,,eldenring
Carian Filigreed Crest,,eldenring
Lowers FP consumed by Skills by 25%.,,eldenring
Can be purchased from War Counselor Iji as part of Blaidd's questline. Map Link.,,eldenring
Warrior Jar Shard,,eldenring
Boosts the attack power of Skills by 10%.,,eldenring
Drops from Iron Fist Alexander when you kill him without completing his questline. Map Link,,eldenring
Shard of Alexander,,eldenring
Greatly boosts the attack power of Skills by 15%.,,eldenring
Drops from Iron Fist Alexander after completing his questline.,,eldenring
Increases attack power of charged Spells and Skills by 15%.,,eldenring
"Drops from Godefrey the Grafted. Map link Golden Lineage Evergaol, east of Grand Lift of Dectus.",,eldenring
Enhances attacks by 45% after maintaining the same stance for 1 second.,,eldenring
Raises potency of storms by 10%,,eldenring
Raises Poise by 33%.,,eldenring
"In the back of Dragonbarrow Cave. From the entrance, take a left into the Lesser Runebear's patrol route. Search that side of the cave and it will be at the end of it on a corpse. Map Link",,eldenring
Blue Dancer Charm,,eldenring
Raises physical scaling damage with lower equipment load by up to 15%.,,eldenring
Dropped by the Guardian Golem boss in the Highroad Cave. Map Link.,,eldenring
Raises defense with higher equipment load. Heavy Load (7.5% PVP/10% PVE) Overload (15%PVP/20%PVE),,eldenring
Magic Scorpion Charm,,eldenring
"Raises Magic Damage by 12%, but increases Physical Damage taken by 10%.",,eldenring
Obtained from talking to Preceptor Seluvis after obtaining the Fingerslayer Blade but before giving it to Ranni the Witch. Obtained by giving Preceptor Seluvis the Amber Starlight after Seluvis tells you about his scheme.,,eldenring
Fire Scorpion Charm,,eldenring
"Raises Fire Damage, but increases Physical Damage taken by 10%.",,eldenring
Found up the ramparts on a wooden platform to the west in Fort Laiedd within Mt. Gelmir. Elden Ring Map here,,eldenring
Lightning Scorpion Charm,,eldenring
"Raises Lightning Damage, but increases Physical Damage taken by 10%.",,eldenring
"Can be found in the Wyndham Catacombs in a room sealed by an Imp Statue, requires a Stonesword Key. Elden Ring Map here",,eldenring
Sacred Scorpion Charm,,eldenring
"Raises Holy Damage, but increases Physical Damage taken by 10%.",,eldenring
"Dropped by invader Anastasia, Tarnished-Eater when defeated. Map Link.",,eldenring
Crucible Scale Talisman,,eldenring
Reduces damage taken from critical hits by 30%.,,eldenring
Can be found in Leyndell Catacombs. Elden Ring Map Link,,eldenring
Crucible Feather Talisman,,eldenring
"Improves dodge rolling by +6 iframes, but increases damage taken by 30%.",,eldenring
Auriza Hero's Grave. Map Link.,,eldenring
Crucible Knot Talisman,,eldenring
Prevents taking increased damage and being staggered from headshots.,,eldenring
"Dropped by Omenkiller, located in the Village of the Albinaurics. Map Link",,eldenring
Grants effects of all crucible talismans,,eldenring
Raises attack power by 20% when HP is below 20%.,,eldenring
Liurnia of the Lakes: Drops from a Deathbird boss that spawns directly north-east of Scenic Isle site of grace near collapsed structure at night. Elden Ring Map Link,,eldenring
Reduces damage taken by 50% when HP is below 20%.,,eldenring
Drops from a Deathbird east of the Warmaster's Shack near collapsed structure with Rune Fragments and Sanctuary stones on it. Elden Ring Map Link,,eldenring
Ritual Sword Talisman,,eldenring
Raises attack power by 10% when HP is at maximum.,,eldenring
"Located in Lux Ruins, in a chest down a set of stairs after the boss. Elden Ring Map here",,eldenring
Ritual Shield Talisman,,eldenring
Reduces damage taken by 30% when HP is at maximum.,,eldenring
"From the West Capital Rampart site of grace in Leyndell, follow the marble stairway heading South-Southwest, past a Valiant Gargoyle near a Golden Seed and up the stair toward a giant Colloseum, the talisman is at the top of the hill, in front of the door of the Colloseum. Map Link.",,eldenring
Assassin's Crimson Dagger,,eldenring
Critical hits restore 10% + 85 HP.,,eldenring
"Dropped by Black Knife Assassin, found inside Deathtouched Catacombs. Map Link.",,eldenring
Assassin's Cerulean Dagger,,eldenring
Critical hits restores 15 FP.,,eldenring
Dropped by the Black Knife Assassin boss found in Black Knife Catacombs in the northeast of the Liurnia of the Lakes region. See its exact location in the Elden Ring Map.,,eldenring
Winged Sword Insignia,,eldenring
Raises attack power with successive attacks (3% - 5% - 10%).,,eldenring
Stillwater Cave: Dropped by the Cleanrot Knight boss upon defeat. Map Link.,,eldenring
Rotten Winged Sword Insignia,,eldenring
Greatly raises attack power with successive attacks (6% - 8% - 13%).,,eldenring
Earned after choosing to assist Millicent and successfully defeat her sisters. Map link,,eldenring
Raises dexterity by 5 and raises attack power with successive attacks (4% - 6% - 11%).,,eldenring
"When you are given the choice at the end of Millicent 's questline between aiding or challenging her, choose to challenge her. When you kill her, you will automatically receive this talisman. Map Link",,eldenring
Godskin Swaddling Cloth,,eldenring
Successive attacks restore 3% + 30 HP.,,eldenring
Spiritcaller's Cave: Dropped by the Godskin Apostle & Godskin Noble in a consecutive boss encounter. Map Link.,,eldenring
Kindred of Rot's Exultation,,eldenring
Poisoning or rot in vicinity increases attack power by 20% for 20s.,,eldenring
Dropped by the Kindred of Rot in Seethewater Cave. Map Link.,,eldenring
Lord of Blood's Exultation,,eldenring
Blood loss in vicinity increases attack power by 20% for 20s.,,eldenring
"Drops from Esgar, Priest of Blood in Leyndell Catacombs. Map link",,eldenring
Madness in the vicinity increases attack power by 20%,,eldenring
Sleep in the vicinity increases attack power by 20% for 30 seconds.,,eldenring
Restores 3% + 30 HP upon defeating enemies.,,eldenring
"Awarded by Tanith at Volcano Manor after completing the third letter quest. This requires you to visit the Mountaintops of the Giants, invade and defeat Juno Hoslow, Knight of Blood. Map Link.",,eldenring
Ancestral Spirit's Horn,,eldenring
Restores 3 FP upon defeating enemies.,,eldenring
Obtained when unlocking the Remembrance of the Regal Ancestor's power by handing it over to Enia at Roundtable Hold.,,eldenring
Raises attack power by 15% for 20 seconds when summoned spirit dies,,eldenring
Increases runes obtained from defeated enemies by 20%.,,eldenring
Dropped by Cleanrot Knight (Sickle) & Cleanrot Knight (Spear) boss found in Abandoned Cave in Caelid. Map link,,eldenring
Raises item discovery by 75.,,eldenring
"Found in a chest in Hidden Path to the Haligtree. In the large central room, there is a broken section of railing. There you can drop down to an invisible platform, and walk to a small room. The chest is past an illusory wall, behind the Grave Glovewort (9). Map Link",,eldenring
Eliminates all sound made by the wearer during movement.,,eldenring
"Obtained by the enemy you kill during the second assassination task in the Volcano Manor questline, Rileigh the Idle. Map Link.",,eldenring
Conceals wearer while crouching away from foes.,,eldenring
Dropped by the boss in Sage's Cave. See the exact location: Elden Ring Map.,,eldenring
Longtail Cat Talisman,,eldenring
Renders the wearer immune to non-lethal Fall Damage.,,eldenring
"Raya Lucaria Academy: Looted off a corpse that can be found at the bottom section of the large rotating lift. Past the graveyard section of Raya Lucaria Academy, simply ride the lift down and defeat the single Pendulum Statue enemy. Map link",,eldenring
Furled Finger's Trick-Mirror,,eldenring
Take on appearance of a Host of Fingers.,,eldenring
"Can be purchased from Twin Maiden Husks at the Roundtable Hold for 5,000 Runes.",,eldenring
Take on appearance of a cooperator.,,eldenring
Constantly attracts enemies' aggression.,,eldenring
Can be found on a body at the edge of the Frenzied Flame Village. Map Link.,,eldenring
Increases damage taken by 100%.,,eldenring
"You get this at the end of Rya 's questline if you do not give her the Tonic of Forgetfulness. (' edit: Rya will still drop the talisman even if the potion was given to her. After completing the manor questlines, you will find her in the drawing room. Exhaust her dialogues, rest, and go back to her location. She will be gone, and the talisman will be dropped on the floor.)",,eldenring
Will be lost on death in place of runes.,,eldenring
"Sold by Patches at Murkwater Cave after he sets up shop. 3 sold by the Isolated Merchant at the Weeping Peninsula for 3.000 runes each. Liurnia of the Lakes: Found on a corpse sitting by a stone platform jutting out of the cliffs in the southern landmass. This is accessible from the top of the long stretch of land where the Malefactor's Evergaol is located. 3 sold by the Isolated Merchant in Dragonbarrow for 3,000 er runes each. Given by Edgar when spoken to for the first time at Castle Morne.",,eldenring
Entwining Umbilical Cord,,eldenring
Changes demeanour of wearer's actions.,,eldenring
It is currently unavailable in-game.,,eldenring
Two Fingers' Prayerbook,,eldenring
Lord's Heal Lord's Aid,,eldenring
Leyndell Royal Capital: Found at the first floor of the Fortified Manor. [ Map Link ],,eldenring
Assassin's Approach Darkness,,eldenring
"Roundtable Hold: Found after the second Imp Statue door downstairs. The first first door requires one Key to open, and the second door after the first requires two Keys to open, totaling three keys.",,eldenring
Golden Order Principia,,eldenring
Radagon's Rings of Light Law of Regression,,eldenring
"Leyndell Royal Capital: At the Erdtree Sanctuary, found hanging from the ceiling. You need to jump on the roof and through a window to find it. [ Map Link ]",,eldenring
Dragon Cult Prayerbook,,eldenring
Lightning Spear Honed Bolt Electrify Armament,,eldenring
Liurnia of the Lakes: Dropped by Golden Knight patrolling the road outside of 'Artist's Shack' Site of Grace. [ Map Link ],,eldenring
Ancient Dragon Prayerbook,,eldenring
Ancient Dragons' Lightning Spear Ancient Dragons' Lightning Strike,,eldenring
"Crumbling Farum Azula: Located behind 'Tempest Facing Balcony' Site of Grace, in the middle of the hall. [ Map Link ]",,eldenring
Fire Monks' Prayerbook,,eldenring
"O, Flame! Surge, O Flame!",,eldenring
Liurnia of the Lakes: Found on a corpse in a Fire Monk outpost on the southern landmass. Accessible via the southwest of the lake. [ Map Link ],,eldenring
"Giantsflame Take Thee Flame, Fall Upon Them",,eldenring
Inside a chest at the very top of Guardian's Garrison in Mountaintops of the Giants. [ Map Link ],,eldenring
Black Flame Black Flame Blade,,eldenring
"Stormveil Castle: From the arch doorway exiting to the courtyard, make a hard left and you'll see a set of stairs that goes underground. You'll find a room that is guarded by three Rats, and ahead, is a doorway that is blocked by a white fog. To dispel it, you will need to use a Stonesword Key on the Imp Statue. You'll find a stock room upon unlocking the doorway, the room has a treasure chest where the book is. [ Map Link ]",,eldenring
Wrath from Afar,,eldenring
Fires a golden shockwave that knocks back foes,,eldenring
"Take the elevator at the Storehouse, Loft site of grace in Shadow Keep. Once you are on the upper level, turn left, and turn left again. As soon as you can turn right. Beware of the bat hanging from the ceiling. Reach the other side, and take the ladder up. Turn left and move towards the area in which there is a giant gear (the one that does not have a bat on it), once you are aligned fall down to find the spell behind the column. [ Elden Ring Shadow of the Erdtree Map Link ]",,eldenring
Shadow of the Erdtree DLC,,eldenring
Heal from Afar,,eldenring
Greatly heals HP for distant allies the spell reaches,,eldenring
"This spell can be looted on the ground by the foot of an underground golden tree. It is located in a cave path to the base of the Rauh Ruins, north-northeast of the Moorth Ruins in Scadu Atlus. [ Map Link ]",,eldenring
Continuously heals allies in the area,,eldenring
Located at the Shaman Village in the Scaduview region. The spell can be found in the field of flowers.[ Map Link ],,eldenring
Aspects of the Crucible: Thorns,,eldenring
Creates a mass of bristling thorns on back to scour the area,,eldenring
Dropped by the Golden Hippopotamus by going up the elevator in the Shadow Keep Main Gate. [Elden Ring Shadow of the Erdtree Map],,eldenring
Aspects of the Crucible: Bloom,,eldenring
Creates a miranda flower on chest to summon rain of light,,eldenring
Can be found on a corpse near the Giant Miranda Sprout near the Ravine North Site of Grace [ Map Link ],,eldenring
Land of Shadow,,eldenring
Fires a hail of golden projectiles toward foes,,eldenring
Can be selected as one of the possible rewards when trading Remembrance of the Shadow Sunflowerw ith Enia at the Roundtable Hold.,,eldenring
Multilayered Ring of Light,,eldenring
Fires a multilayered golden ring of light that continuously inflicts damage,,eldenring
Rewarded upon defeating the spirit Misbegotten Crusader in the Stone Coffin Fissure. [ See Shadow of the Erdtree Map ] [ Video Link ],,eldenring
Light of Miquella,,eldenring
Annihilates foes with a pillar of light,,eldenring
Trade Remembrance of a God and a Lord with Enia at Roundtable Hold.,,eldenring
Knight's Lightning Spear,,eldenring
Hurls lightning spear while firing additional spears from ancient dragon crests,,eldenring
